Gender,Age,Education,Income,Income2,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings,Cluster
Female,60,3.0,"Less than $30,000",<30k,home-duties,SA,married,4.36666666666667,Q4,4.2,3.88888888888889,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,0
Male,30,7.0,"$60,001 to $90,000",60-90k,professional,WA,married,3.83333333333333,Q3,3.2,2.79310344827586,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,1
Female,35,7.0,"$30,001 to $60,000",30-60k,sales,VIC,single,2.26666666666667,Q1,3.26666666666667,2.34615384615385,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,0
Male,39,7.0,"$30,001 to $60,000",30-60k,professional,WA,single,3.06666666666667,Q1,4.06666666666667,2.41666666666667,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,2
Male,36,8.0,"$90,001 to $120,000",90-120k,manager or administrator,WA,married,2.0,Q1,2.46666666666667,1.6,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,yes,yes,1
Male,25,7.0,"$60,001 to $90,000",60-90k,professional,NSW,married,3.9,Q3,4.33333333333333,3.03333333333333,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,1
Female,31,1.0,"Less than $30,000",<30k,home-duties,VIC,living with a partner,4.3,Q4,3.4,3.0,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,0
Male,35,8.0,"$60,001 to $90,000",60-90k,professional,QLD,married,3.76666666666667,Q2,3.6,1.83333333333333,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,2
Male,40,8.0,"$60,001 to $90,000",60-90k,professional,QLD,married,4.1,Q3,3.93333333333333,2.86666666666667,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,1
Male,58,1.0,"Less than $30,000",<30k,retired,QLD,married,4.96666666666667,Q4,4.26666666666667,3.67857142857143,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,yes,0
Female,65,3.0,"Less than $30,000",<30k,retired,NSW,married,2.56666666666667,Q1,4.46666666666667,2.0,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,1
Male,59,4.0,"$210,001 to $240,000",>120k,manager or administrator,NSW,married,2.8,Q1,2.6,2.22222222222222,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,41,3.0,"$60,001 to $90,000",60-90k,home-duties,QLD,married,3.53333333333333,Q2,3.4,3.0,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,1
Female,45,1.0,"$30,001 to $60,000",30-60k,home-duties,SA,separated or divorced,4.23333333333333,Q4,4.06666666666667,3.5,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,49,1.0,"$60,001 to $90,000",60-90k,sales,WA,living with a partner,3.66666666666667,Q2,3.46666666666667,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,2
Female,23,7.0,"$60,001 to $90,000",60-90k,professional,WA,living with a partner,2.8,Q1,2.26666666666667,1.96666666666667,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,1
Male,58,7.0,"$30,001 to $60,000",30-60k,small business owner,NSW,separated or divorced,3.46666666666667,Q2,3.33333333333333,2.3,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,2
Female,61,1.0,"$30,001 to $60,000",30-60k,home-duties,QLD,married,4.03333333333333,Q3,3.6,3.68965517241379,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,0
Female,40,4.0,"$90,001 to $120,000",90-120k,professional,VIC,living with a partner,4.1,Q3,3.13333333333333,3.94736842105263,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,0
Female,33,2.0,"$30,001 to $60,000",30-60k,unemployed,NSW,married,5.0,Q4,2.53333333333333,3.63333333333333,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,0
Male,59,1.0,"$30,001 to $60,000",30-60k,retired,QLD,married,3.1,Q1,2.93333333333333,2.83333333333333,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,2
Male,54,7.0,"$120,001 to $150,000",>120k,manager or administrator,VIC,married,4.3,Q4,4.13333333333333,3.26086956521739,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,1
Male,27,7.0,"$60,001 to $90,000",60-90k,manager or administrator,Tas,single,2.7,Q1,2.26666666666667,3.26086956521739,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,2
Male,41,8.0,"$90,001 to $120,000",90-120k,sales,VIC,married,3.13333333333333,Q1,3.06666666666667,2.36666666666667,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,2
Female,32,7.0,"$30,001 to $60,000",30-60k,home-duties,NSW,married,3.63333333333333,Q2,4.06666666666667,2.68,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,2
Female,41,8.0,"$30,001 to $60,000",30-60k,professional,VIC,single,4.16666666666667,Q3,4.66666666666667,4.19047619047619,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,0
Male,50,7.0,"$30,001 to $60,000",30-60k,Clerical or service worker,NSW,married,4.13333333333333,Q3,3.53333333333333,2.875,yes,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,yes,0
Male,21,7.0,"$60,001 to $90,000",60-90k,sales,VIC,single,3.8,Q2,3.8,2.27586206896552,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,1
Male,45,6.0,"$90,001 to $120,000",90-120k,transport worker,QLD,married,4.03333333333333,Q3,3.66666666666667,2.69565217391304,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,71,1.0,"Less than $30,000",<30k,retired,Tas,living with a partner,3.8,Q2,3.0,2.5,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,2
Male,37,8.0,"$30,001 to $60,000",30-60k,professional,NSW,married,3.96666666666667,Q3,3.86666666666667,4.19047619047619,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,1
Female,40,2.0,"$90,001 to $120,000",90-120k,Clerical or service worker,NSW,married,3.33333333333333,Q1,3.86666666666667,2.21428571428571,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,2
Female,46,4.0,"$60,001 to $90,000",60-90k,small business owner,NSW,married,3.26666666666667,Q1,3.53333333333333,2.68421052631579,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,1
Female,55,2.0,"$30,001 to $60,000",30-60k,Clerical or service worker,QLD,married,3.7,Q2,4.2,4.07142857142857,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,1
Male,60,2.0,"Less than $30,000",<30k,retired,VIC,married,3.6,Q2,4.13333333333333,3.3448275862069,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,0
Male,37,1.0,"$90,001 to $120,000",90-120k,professional,VIC,,2.43333333333333,Q1,3.13333333333333,2.2,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,1
Male,56,8.0,"$60,001 to $90,000",60-90k,Clerical or service worker,WA,married,4.03333333333333,Q3,4.26666666666667,3.66666666666667,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,0
Female,56,6.0,"$90,001 to $120,000",90-120k,Clerical or service worker,QLD,married,4.4,Q4,4.46666666666667,3.43333333333333,yes,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,2
Female,36,1.0,"$60,001 to $90,000",60-90k,Clerical or service worker,VIC,living with a partner,4.26666666666667,Q4,4.06666666666667,3.85714285714286,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,0
Female,36,6.0,"Less than $30,000",<30k,professional,NSW,separated or divorced,3.63333333333333,Q2,3.6,3.25,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,2
Male,52,2.0,"$90,001 to $120,000",90-120k,small business owner,NSW,married,3.66666666666667,Q2,3.33333333333333,1.93333333333333,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,1
Female,63,6.0,"$30,001 to $60,000",30-60k,sales,QLD,separated or divorced,4.23333333333333,Q4,3.46666666666667,3.03846153846154,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,2
Female,58,1.0,"Less than $30,000",<30k,Clerical or service worker,VIC,separated or divorced,4.0,Q3,4.33333333333333,2.46666666666667,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,2
Male,62,3.0,"$30,001 to $60,000",30-60k,transport worker,QLD,married,4.33333333333333,Q4,4.86666666666667,3.48275862068966,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,no,0
Female,59,2.0,"$30,001 to $60,000",30-60k,home-duties,NSW,separated or divorced,3.3,Q1,4.26666666666667,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,38,2.0,"Less than $30,000",<30k,home-duties,VIC,separated or divorced,4.4,Q4,4.13333333333333,4.46666666666667,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,0
Female,42,1.0,"Less than $30,000",<30k,home-duties,QLD,married,4.13333333333333,Q3,3.4,4.4,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,2
Male,39,4.0,"$150,001 to $180,000",>120k,professional,NSW,single,4.96666666666667,Q4,4.26666666666667,2.81818181818182,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,0
Female,58,8.0,"$60,001 to $90,000",60-90k,manager or administrator,QLD,separated or divorced,4.3,Q4,4.26666666666667,2.58620689655172,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,0
Male,46,8.0,"$150,001 to $180,000",>120k,manager or administrator,NSW,married,4.0,Q3,4.06666666666667,2.62962962962963,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,1
Male,55,7.0,"$60,001 to $90,000",60-90k,professional,WA,separated or divorced,4.36666666666667,Q4,4.46666666666667,3.16666666666667,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,0
Male,36,8.0,"$30,001 to $60,000",30-60k,unemployed,WA,living with a partner,1.0,Q1,3.8,2.11764705882353,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,60,8.0,"$90,001 to $120,000",90-120k,manager or administrator,NSW,married,4.33333333333333,Q4,3.73333333333333,2.93103448275862,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,1
Female,41,6.0,"$30,001 to $60,000",30-60k,home-duties,NSW,married,4.0,Q3,3.4,4.54545454545455,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,2
Female,41,1.0,"$60,001 to $90,000",60-90k,home-duties,QLD,married,4.06666666666667,Q3,4.06666666666667,3.53333333333333,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,2
Female,36,3.0,"$60,001 to $90,000",60-90k,Clerical or service worker,QLD,married,4.23333333333333,Q4,3.93333333333333,3.48148148148148,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,0
Female,55,2.0,"Less than $30,000",<30k,retired,QLD,separated or divorced,4.6,Q4,4.2,3.85185185185185,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,2
Male,21,7.0,"$30,001 to $60,000",30-60k,unemployed,NSW,single,3.33333333333333,Q1,2.33333333333333,2.26086956521739,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,1
Female,44,6.0,"$30,001 to $60,000",30-60k,manager or administrator,WA,single,3.8,Q2,3.66666666666667,3.625,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,2
Female,55,8.0,"$120,001 to $150,000",>120k,home-duties,NSW,married,3.3,Q1,3.06666666666667,2.63333333333333,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,1
Female,61,8.0,"$120,001 to $150,000",>120k,professional,VIC,married,3.63333333333333,Q2,4.26666666666667,3.44444444444444,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,2
Female,38,7.0,,,Clerical or service worker,NSW,married,3.93333333333333,Q3,4.73333333333333,3.3,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,yes,2
Female,61,7.0,"$60,001 to $90,000",60-90k,professional,NSW,single,4.46666666666667,Q4,3.4,3.75,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,yes,yes,0
Male,64,8.0,"$90,001 to $120,000",90-120k,professional,QLD,married,3.73333333333333,Q2,2.66666666666667,2.86666666666667,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,2
Female,59,2.0,"$60,001 to $90,000",60-90k,,NSW,married,4.3,Q4,3.66666666666667,3.14285714285714,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,2
Female,38,1.0,"$60,001 to $90,000",60-90k,labourer,VIC,married,3.5,Q2,4.4,3.0,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,0
Male,21,7.0,"$180,001 to $210,000",>120k,professional,NSW,single,3.8,Q2,3.6,3.07692307692308,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,60,4.0,"$90,001 to $120,000",90-120k,professional,SA,married,3.5,Q2,3.53333333333333,2.58333333333333,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,2
Female,58,3.0,"$30,001 to $60,000",30-60k,home-duties,VIC,married,3.9,Q3,3.6,3.25,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,2
Female,74,1.0,"$30,001 to $60,000",30-60k,sales,NSW,married,2.66666666666667,Q1,3.73333333333333,1.93333333333333,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,2
Female,58,1.0,"Less than $30,000",<30k,retired,VIC,single,3.93333333333333,Q3,4.33333333333333,2.76190476190476,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,2
Male,45,2.0,"$30,001 to $60,000",30-60k,manager or administrator,VIC,married,3.56666666666667,Q2,3.26666666666667,2.76666666666667,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,2
Female,39,3.0,"$120,001 to $150,000",>120k,manager or administrator,NSW,married,3.7,Q2,2.86666666666667,3.0,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,1
Male,57,3.0,"$30,001 to $60,000",30-60k,Clerical or service worker,NSW,married,2.56666666666667,Q1,2.26666666666667,1.75862068965517,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,1
Female,39,7.0,"$120,001 to $150,000",>120k,manager or administrator,NSW,single,4.76666666666667,Q4,4.53333333333333,4.53333333333333,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,0
Female,84,2.0,,,Clerical or service worker,VIC,married,3.13333333333333,Q1,3.0,2.94444444444444,yes,yes,no,yes,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,yes,no,no,yes,1
Male,27,7.0,"$120,001 to $150,000",>120k,professional,NSW,married,4.43333333333333,Q4,3.93333333333333,3.72727272727273,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,yes,1
Male,47,3.0,"$30,001 to $60,000",30-60k,,NSW,married,3.63333333333333,Q2,3.06666666666667,2.06896551724138,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,24,3.0,"$30,001 to $60,000",30-60k,home-duties,VIC,married,4.43333333333333,Q4,3.33333333333333,1.93103448275862,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,2
Female,60,4.0,,,home-duties,VIC,single,4.43333333333333,Q4,3.33333333333333,3.0,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,yes,1
Male,21,2.0,"$30,001 to $60,000",30-60k,manager or administrator,NSW,single,3.53333333333333,Q2,3.46666666666667,2.2,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,55,6.0,"$30,001 to $60,000",30-60k,retired,NSW,married,3.83333333333333,Q3,4.06666666666667,3.58333333333333,no,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,0
Male,23,6.0,"$120,001 to $150,000",>120k,manager or administrator,NSW,single,3.03333333333333,Q1,3.73333333333333,1.96666666666667,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,1
Female,61,1.0,,,home-duties,QLD,married,3.76666666666667,Q2,3.46666666666667,2.85714285714286,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,2
Male,60,1.0,"$30,001 to $60,000",30-60k,small business owner,QLD,married,3.93333333333333,Q3,3.4,3.4,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,1
Female,55,1.0,"Less than $30,000",<30k,home-duties,QLD,married,3.96666666666667,Q3,4.13333333333333,3.05555555555556,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,0
Male,29,7.0,"$30,001 to $60,000",30-60k,professional,NSW,single,3.4,Q2,3.26666666666667,2.47826086956522,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,yes,0
Male,59,8.0,"$180,001 to $210,000",>120k,retired,WA,living with a partner,4.23333333333333,Q4,5.0,3.83333333333333,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,0
Female,49,6.0,"$30,001 to $60,000",30-60k,Clerical or service worker,WA,married,3.73333333333333,Q2,3.6,2.69230769230769,yes,yes,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,1
Male,22,6.0,"$60,001 to $90,000",60-90k,professional,SA,living with a partner,3.1,Q1,2.53333333333333,2.23333333333333,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,0
Female,61,8.0,"$30,001 to $60,000",30-60k,Clerical or service worker,VIC,single,2.73333333333333,Q1,2.93333333333333,2.31818181818182,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,2
Female,40,2.0,"$60,001 to $90,000",60-90k,manager or administrator,NSW,married,3.36666666666667,Q1,3.26666666666667,1.96551724137931,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,2
Male,52,2.0,"Less than $30,000",<30k,transport worker,SA,separated or divorced,4.03333333333333,Q3,4.2,3.66666666666667,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,0
Female,27,8.0,"$90,001 to $120,000",90-120k,professional,NSW,married,3.86666666666667,Q3,3.13333333333333,3.0,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,56,7.0,"$90,001 to $120,000",90-120k,professional,NSW,married,2.0,Q1,3.0,2.4,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,43,7.0,"$180,001 to $210,000",>120k,manager or administrator,NSW,living with a partner,3.53333333333333,Q2,3.06666666666667,,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,41,7.0,"$210,001 to $240,000",>120k,professional,NSW,married,3.5,Q2,3.4,2.73076923076923,yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,1
Male,29,7.0,"Less than $30,000",<30k,professional,NSW,single,3.06666666666667,Q1,4.2,2.54545454545455,yes,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,yes,1
Female,25,6.0,"$30,001 to $60,000",30-60k,tradesperson,VIC,single,4.8,Q4,3.46666666666667,3.23333333333333,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,0
Male,35,8.0,"$60,001 to $90,000",60-90k,manager or administrator,QLD,married,4.23333333333333,Q4,3.8,2.29166666666667,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,59,1.0,"$30,001 to $60,000",30-60k,,VIC,married,4.23333333333333,Q4,3.73333333333333,3.57142857142857,yes,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,2
Male,27,3.0,,,Clerical or service worker,VIC,single,4.0,Q3,3.06666666666667,2.96666666666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,42,6.0,"$90,001 to $120,000",90-120k,professional,SA,married,4.76666666666667,Q4,3.2,4.2,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,1
Female,63,3.0,"Less than $30,000",<30k,retired,WA,separated or divorced,3.16666666666667,Q1,4.06666666666667,3.04545454545455,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,yes,0
Male,47,7.0,"more than $240,001",>120k,manager or administrator,NSW,living with a partner,2.7,Q1,2.73333333333333,3.10344827586207,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,2
Female,26,1.0,"$60,001 to $90,000",60-90k,home-duties,VIC,married,3.86666666666667,Q3,3.73333333333333,2.63636363636364,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,1
Male,50,3.0,"$60,001 to $90,000",60-90k,small business owner,VIC,single,3.4,Q2,3.06666666666667,2.9375,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,1
Male,31,3.0,"$120,001 to $150,000",>120k,manager or administrator,ACT,living with a partner,2.96666666666667,Q1,4.2,2.73333333333333,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,2
Female,60,1.0,"Less than $30,000",<30k,retired,NSW,married,3.53333333333333,Q2,3.06666666666667,3.41176470588235,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,36,3.0,"$90,001 to $120,000",90-120k,,QLD,married,3.2,Q1,3.13333333333333,2.26086956521739,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,22,7.0,,,professional,NSW,single,3.66666666666667,Q2,4.0,3.04,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,59,7.0,"$150,001 to $180,000",>120k,small business owner,VIC,married,3.53333333333333,Q2,2.6,3.2962962962963,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,1
Female,31,7.0,"$210,001 to $240,000",>120k,professional,NSW,married,2.53333333333333,Q1,2.73333333333333,2.1,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,yes,yes,1
Male,37,7.0,"$30,001 to $60,000",30-60k,labourer,QLD,married,3.33333333333333,Q1,2.46666666666667,2.26666666666667,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,1
Female,42,1.0,"$30,001 to $60,000",30-60k,home-duties,WA,married,3.66666666666667,Q2,3.6,3.0,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,2
Male,33,7.0,"$60,001 to $90,000",60-90k,professional,NSW,married,4.36666666666667,Q4,3.13333333333333,3.66666666666667,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,2
Male,39,4.0,"$30,001 to $60,000",30-60k,manager or administrator,VIC,married,3.43333333333333,Q2,4.2,2.62962962962963,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,0
Male,31,7.0,"$30,001 to $60,000",30-60k,Clerical or service worker,SA,separated or divorced,4.6,Q4,4.13333333333333,4.1,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,no,yes,1
Female,59,2.0,"$30,001 to $60,000",30-60k,,NSW,married,3.43333333333333,Q2,2.13333333333333,2.45,no,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,1
Male,57,7.0,"$60,001 to $90,000",60-90k,manager or administrator,NSW,separated or divorced,4.96666666666667,Q4,4.66666666666667,2.5,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,0
Male,41,6.0,"$30,001 to $60,000",30-60k,tradesperson,QLD,single,3.43333333333333,Q2,4.2,2.03333333333333,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,2
Male,43,6.0,"$30,001 to $60,000",30-60k,manager or administrator,WA,married,3.4,Q2,3.8,3.0,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,2
Male,33,3.0,"$60,001 to $90,000",60-90k,labourer,SA,single,3.56666666666667,Q2,3.93333333333333,3.24,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,yes,1
